X.1,X,id,owner,secret,server,farm,title,ispublic,isfriend,isfamily,dateupload,datetaken,datetakengranularity,datetakenunknown,tags,accuracy,context,place_id,woeid,geo_is_family,geo_is_friend,geo_is_contact,geo_is_public,url_z,height_z,width_z,url_o,height_o,width_o,year,URL,long,lat,canopy_pct,elevation,slope,srad,stream_dist,asp,cold_air_ind,srad_noc,relev_30m,X_UTM,Y_UTM,acc_times,grid100,grid500,grid1000,grid5000,water_year,sdd_pred,sdd_lwr,sdd_upr,sdd_range,yearfact,datetaken_DOY,days_since_snow,min_dist_center,nearest_center,datePOSIX,UniqueID,Collector,Species,Phenophase,Nonfocal_spp,Notes
12146,20826,14674624501,23799728@N02,6e822de658,3893,4,WP_20140702_125,1,0,0,1405616004,7/2/14,0,0,,16,0,Sq8PmjxTVrxcEJpp,2468166,0,0,0,1,https://farm4.staticflickr.com/3893/14674624501_6e822de658_z.jpg,640,360,https://farm4.staticflickr.com/3893/14674624501_a31770b48f_o.jpg,3072,1728,2014,http://flickr.com/photos/23799728@N02/14674624501,-121.718017,46.766002,0,1459.023315,4.592709541,7573.891602,20.78790283,21.47704868,0.679875016,1392002,0.190204031,597886.5,5179960.5,0.64002847,98790,3933,1004,3933,2014,167.0751051,161.5649274,173.1176587,11.55273132,2014,183,16,2621.242081,Paradise,7/2/14,23799728@N02.14674624501,IB,other,flowering,1,beargrass
12135,20814,14674624951,23799728@N02,85e28a062b,5575,6,WP_20140702_098,1,0,0,1405615992,7/2/14,0,0,,16,0,Sq8PmjxTVrxcEJpp,2468166,0,0,0,1,https://farm6.staticflickr.com/5575/14674624951_85e28a062b_z.jpg,640,360,https://farm6.staticflickr.com/5575/14674624951_3c0451f81b_o.jpg,3072,1728,2014,http://flickr.com/photos/23799728@N02/14674624951,-121.732756,46.786211,1,1647.904419,11.72012997,5451.690918,19.43367004,104.1171611,0.406625003,2177456,6.214781367,596725.5,5182186.5,0.655278185,90153,3630,927,3630,2014,156.4989022,150.6589844,162.8118633,12.15287891,2014,183,27,283.1712417,Paradise,7/2/14,23799728@N02.14674624951,IB,nf,nf,0,
12121,20789,14674628721,23799728@N02,c5aa6a1f76,3873,4,WP_20140702_109,1,0,0,1405615999,7/2/14,0,0,,16,0,Sq8PmjxTVrxcEJpp,2468166,0,0,0,1,https://farm4.staticflickr.com/3873/14674628721_c5aa6a1f76_z.jpg,360,640,https://farm4.staticflickr.com/3873/14674628721_d0873c1187_o.jpg,1728,3072,2014,http://flickr.com/photos/23799728@N02/14674628721,-121.732434,46.786936,1,1646.855591,25.3923645,6748.103516,24.71167183,110.998131,0.441249996,2159864,4.473030163,596749.5,5182267.5,0.68964551,90153,3630,927,3630,2014,154.9496329,149.5627184,160.8118698,11.24915147,2014,183,28,326.7631713,Paradise,7/2/14,23799728@N02.14674628721,IB,nf,nf,0,
12117,20785,14674628731,23799728@N02,925676d179,2922,3,WP_20140702_108,1,0,0,1405615998,7/2/14,0,0,,16,0,Sq8PmjxTVrxcEJpp,2468166,0,0,0,1,https://farm3.staticflickr.com/2922/14674628731_925676d179_z.jpg,360,640,https://farm3.staticflickr.com/2922/14674628731_08704cabe6_o.jpg,1728,3072,2014,http://flickr.com/photos/23799728@N02/14674628731,-121.73245,46.787,1,1647.910034,17.04553413,5283.028809,28.33137131,119.1017887,0.441249996,2125427,4.784895936,596749.5,5182273.5,0.696788553,90153,3630,927,3630,2014,158.2495744,152.9583465,164.0895773,11.13123075,2014,183,25,328.9752972,Paradise,7/2/14,23799728@N02.14674628731,IB,nf,nf,0,
12147,20850,14675434734,23799728@N02,b235677dd7,2899,3,WP_20140702_13_25_52_Panorama,1,0,0,1405615476,7/2/14,0,0,,16,0,Sq8PmjxTVrxcEJpp,2468166,0,0,0,1,https://farm3.staticflickr.com/2899/14675434734_b235677dd7_z.jpg,221,640,https://farm3.staticflickr.com/2899/14675434734_e44285cb74_o.jpg,1663,4823,2014,http://flickr.com/photos/23799728@N02/14675434734,-121.736414,46.786108,0,1652.393311,1.583516121,8857.387695,0,172.0336076,0.552375019,2042207,-0.239973676,596446.5,5182171.5,0.664676737,90525,3630,927,3630,2014,182.3585968,177.2017657,188.0643154,10.86254974,2014,183,1,21.95194265,Paradise,7/2/14,23799728@N02.14675434734,IB,nf,nf,0,
12125,20795,14675478874,23799728@N02,9ff1837991,3879,4,WP_20140702_130,1,0,0,1405616005,7/2/14,0,0,,16,0,Sq8PmjxTVrxcEJpp,2468166,0,0,0,1,https://farm4.staticflickr.com/3879/14675478874_9ff1837991_z.jpg,640,360,https://farm4.staticflickr.com/3879/14675478874_eb88f2f0c9_o.jpg,3072,1728,2014,http://flickr.com/photos/23799728@N02/14675478874,-121.700648,46.775394,0,1221.948853,11.70561695,6195.027832,30.42477036,39.70923548,0.608124971,1818730,-0.744903083,599197.5,5181025.5,0.628196188,94678,3785,967,3785,2014,144.0903437,138.5588308,149.9550541,11.39622331,2014,183,39,2973.436712,Paradise,7/2/14,23799728@N02.14675478874,IB,nf,nf,0,
12123,20791,14675478924,23799728@N02,ab17ceef5a,2899,3,WP_20140702_127,1,0,0,1405616004,7/2/14,0,0,,16,0,Sq8PmjxTVrxcEJpp,2468166,0,0,0,1,https://farm3.staticflickr.com/2899/14675478924_ab17ceef5a_z.jpg,640,360,https://farm3.staticflickr.com/2899/14675478924_154c37e9bb_o.jpg,3072,1728,2014,http://flickr.com/photos/23799728@N02/14675478924,-121.700648,46.775394,0,1221.948853,11.70561695,6195.027832,30.42477036,39.70923548,0.608124971,1818730,-0.744903083,599197.5,5181025.5,0.628196188,94678,3785,967,3785,2014,144.0903437,138.5588308,149.9550541,11.39622331,2014,183,39,2973.436712,Paradise,7/2/14,23799728@N02.14675478924,IB,nf,nf,0,
12107,20775,14675479604,23799728@N02,80f878479e,3910,4,WP_20140702_078,1,0,0,1405615985,7/2/14,0,0,,16,0,Sq8PmjxTVrxcEJpp,2468166,0,0,0,1,https://farm4.staticflickr.com/3910/14675479604_80f878479e_z.jpg,640,360,https://farm4.staticflickr.com/3910/14675479604_366648892c_o.jpg,3072,1728,2014,http://flickr.com/photos/23799728@N02/14675479604,-121.734545,46.786744,0,1655.716675,2.463134766,9064.605469,24.17988777,234.1072607,0.559499979,2089008,-0.464899587,596587.5,5182243.5,0.644375413,90152,3630,927,3630,2014,182.6758119,177.5959138,188.2592804,10.66336662,2014,183,0,170.8621972,Paradise,7/2/14,23799728@N02.14675479604,IB,nf,nf,0,
12093,20760,14675479924,23799728@N02,8ef6645d09,3859,4,WP_20140702_070,1,0,0,1405615983,7/2/14,0,0,,16,0,LNkmboVTVrzmLNg2,2460095,0,0,0,1,https://farm4.staticflickr.com/3859/14675479924_8ef6645d09_z.jpg,360,640,https://farm4.staticflickr.com/3859/14675479924_c7a76f0281_o.jpg,1728,3072,2014,http://flickr.com/photos/23799728@N02/14675479924,-121.749987,46.783547,0,1558.182251,5.000164032,8451.963867,121.6621017,230.8609969,0.438250005,2004869,1.127204197,595414.5,5181868.5,0.603452176,91640,3628,926,3628,2014,172.5140267,166.8128984,178.4269365,11.61403807,2014,183,10,1067.906289,Paradise,7/2/14,23799728@N02.14675479924,IB,nf,nf,0,
12134,20813,14677518122,23799728@N02,e39a2ff3fb,2903,3,WP_20140702_093,1,0,0,1405615991,7/2/14,0,0,,16,0,Sq8PmjxTVrxcEJpp,2468166,0,0,0,1,https://farm3.staticflickr.com/2903/14677518122_e39a2ff3fb_z.jpg,360,640,https://farm3.staticflickr.com/2903/14677518122_a8cd73abca_o.jpg,1728,3072,2014,http://flickr.com/photos/23799728@N02/14677518122,-121.732775,46.785744,0.111111112,1638.723267,9.859964371,7787.956543,33.31166077,110.4072745,0.511250019,2137365,4.098362101,596725.5,5182135.5,0.655651851,90528,3630,927,3630,2014,166.7486666,160.9837896,172.7754288,11.79163923,2014,183,16,281.1139545,Paradise,7/2/14,23799728@N02.14677518122,IB,nf,nf,0,
12130,20809,14677518352,23799728@N02,55cd4deec9,2912,3,WP_20140702_059,1,0,0,1405615977,7/2/14,0,0,,16,0,b80QkTdTVr66MK1e,2441695,0,0,0,1,https://farm3.staticflickr.com/2912/14677518352_55cd4deec9_z.jpg,640,360,https://farm3.staticflickr.com/2912/14677518352_d27faedb3a_o.jpg,3072,1728,2014,http://flickr.com/photos/23799728@N02/14677518352,-121.78137,46.76978,1,1277.647827,33.66757584,5792.680176,171.3320313,232.7397503,0.314875007,2254987,4.961496251,593044.5,5180302.5,0.481077852,97241,3848,961,3848,2014,138.3341168,130.8315847,146.5855433,15.75395862,2014,183,45,3869.558755,Paradise,7/2/14,23799728@N02.14677518352,IB,nf,nf,0,
12112,20780,14677522382,23799728@N02,aa3ae8cc4f,3867,4,WP_20140702_090,1,0,0,1405615989,7/2/14,0,0,,16,0,Sq8PmjxTVrxcEJpp,2468166,0,0,0,1,https://farm4.staticflickr.com/3867/14677522382_aa3ae8cc4f_z.jpg,360,640,https://farm4.staticflickr.com/3867/14677522382_d52a4d6194_o.jpg,1728,3072,2014,http://flickr.com/photos/23799728@N02/14677522382,-121.732775,46.785744,0.111111112,1638.723267,9.859964371,7787.956543,33.31166077,110.4072745,0.511250019,2137365,4.098362101,596725.5,5182135.5,0.655651851,90528,3630,927,3630,2014,166.7486666,160.9837896,172.7754288,11.79163923,2014,183,16,281.1139545,Paradise,7/2/14,23799728@N02.14677522382,IB,nf,nf,0,
12105,20773,14677522762,23799728@N02,87a89a6497,2926,3,WP_20140702_076,1,0,0,1405615984,7/2/14,0,0,,16,0,Sq8PmjxTVrxcEJpp,2468166,0,0,0,1,https://farm3.staticflickr.com/2926/14677522762_87a89a6497_z.jpg,640,360,https://farm3.staticflickr.com/2926/14677522762_4c2ecd9684_o.jpg,3072,1728,2014,http://flickr.com/photos/23799728@N02/14677522762,-121.734545,46.786744,0,1655.716675,2.463134766,9064.605469,24.17988777,234.1072607,0.559499979,2089008,-0.464899587,596587.5,5182243.5,0.644375413,90152,3630,927,3630,2014,182.6758119,177.5959138,188.2592804,10.66336662,2014,183,0,170.8621972,Paradise,7/2/14,23799728@N02.14677522762,IB,nf,nf,0,
12142,20821,14677816135,23799728@N02,aa463293d2,2927,3,WP_20140702_105,1,0,0,1405615996,7/2/14,0,0,,16,0,Sq8PmjxTVrxcEJpp,2468166,0,0,0,1,https://farm3.staticflickr.com/2927/14677816135_aa463293d2_z.jpg,360,640,https://farm3.staticflickr.com/2927/14677816135_d9fda7b324_o.jpg,1728,3072,2014,http://flickr.com/photos/23799728@N02/14677816135,-121.73197,46.78715,0,1629.001099,29.56139374,7502.958008,53.1570015,102.4408604,0.469125003,2075089,1.513830143,596785.5,5182291.5,0.672858053,89779,3555,889,3555,2014,165.856166,160.6091631,171.2695111,10.66034803,2014,183,17,369.1166965,Paradise,7/2/14,23799728@N02.14677816135,IB,nf,nf,0,
12141,20820,14677816175,23799728@N02,471872377a,3847,4,WP_20140702_103,1,0,0,1405615995,7/2/14,0,0,,16,0,Sq8PmjxTVrxcEJpp,2468166,0,0,0,1,https://farm4.staticflickr.com/3847/14677816175_471872377a_z.jpg,360,640,https://farm4.staticflickr.com/3847/14677816175_f4294e7e0e_o.jpg,1728,3072,2014,http://flickr.com/photos/23799728@N02/14677816175,-121.732448,46.786705,0.777777791,1639.784424,58.69433594,6663.827637,14.01193047,107.9192894,0.505375028,2095210,0.56794888,596749.5,5182240.5,0.645287395,90153,3630,927,3630,2014,152.9635559,146.4825873,159.4685656,12.9859783,2014,183,30,318.0213479,Paradise,7/2/14,23799728@N02.14677816175,IB,nf,nf,0,
12115,20783,14677820965,23799728@N02,6874a3d46a,2919,3,WP_20140702_088,1,0,0,1405615988,7/2/14,0,0,,16,0,Sq8PmjxTVrxcEJpp,2468166,0,0,0,1,https://farm3.staticflickr.com/2919/14677820965_6874a3d46a_z.jpg,360,640,https://farm3.staticflickr.com/2919/14677820965_861ff35219_o.jpg,1728,3072,2014,http://flickr.com/photos/23799728@N02/14677820965,-121.733862,46.785344,0.666666687,1642.392212,25.1752758,6888.152832,78.09396362,157.6834488,0.508624971,2346615,2.360810963,596644.5,5182087.5,0.653887887,90527,3630,927,3630,2014,162.4138561,157.3706859,167.6326444,10.26195849,2014,183,21,209.1947874,Paradise,7/2/14,23799728@N02.14677820965,IB,nf,nf,0,
12106,20774,14677821355,23799728@N02,55743ccdbf,5567,6,WP_20140702_077,1,0,0,1405615984,7/2/14,0,0,,16,0,Sq8PmjxTVrxcEJpp,2468166,0,0,0,1,https://farm6.staticflickr.com/5567/14677821355_55743ccdbf_z.jpg,640,360,https://farm6.staticflickr.com/5567/14677821355_5d530cdd6b_o.jpg,3072,1728,2014,http://flickr.com/photos/23799728@N02/14677821355,-121.734545,46.786744,0,1655.716675,2.463134766,9064.605469,24.17988777,234.1072607,0.559499979,2089008,-0.464899587,596587.5,5182243.5,0.644375413,90152,3630,927,3630,2014,182.6758119,177.5959138,188.2592804,10.66336662,2014,183,0,170.8621972,Paradise,7/2/14,23799728@N02.14677821355,IB,nf,nf,0,
12095,20762,14697696743,23799728@N02,2717ed8416,3868,4,WP_20140702_118,1,0,0,1405616003,7/2/14,0,0,,16,0,niEHOU5TVrxjm8g0,2468129,0,0,0,1,https://farm4.staticflickr.com/3868/14697696743_2717ed8416_z.jpg,360,640,https://farm4.staticflickr.com/3868/14697696743_2007528e04_o.jpg,1728,3072,2014,http://flickr.com/photos/23799728@N02/14697696743,-121.738953,46.77825,0,1469.371094,8.813422203,2305.26416,24.45433426,294.109531,0.698499978,1670925,1.099175005,596266.5,5181295.5,0.570515613,93523,3704,926,3704,2014,168.3076843,162.7621483,174.7045155,11.94236716,2014,183,15,872.5184659,Paradise,7/2/14,23799728@N02.14697696743,IB,nf,nf,0,
12144,20823,14697696783,23799728@N02,d279f696a5,3868,4,WP_20140702_115,1,0,0,1405616002,7/2/14,0,0,,16,0,Sq8PmjxTVrxcEJpp,2468166,0,0,0,1,https://farm4.staticflickr.com/3868/14697696783_d279f696a5_z.jpg,360,640,https://farm4.staticflickr.com/3868/14697696783_7c2ed42bcc_o.jpg,1728,3072,2014,http://flickr.com/photos/23799728@N02/14697696783,-121.736414,46.786108,0,1652.393311,1.583516121,8857.387695,0,172.0336076,0.552375019,2042207,-0.239973676,596446.5,5182171.5,0.664676737,90525,3630,927,3630,2014,182.3585968,177.2017657,188.0643154,10.86254974,2014,183,1,21.95194265,Paradise,7/2/14,23799728@N02.14697696783,IB,nf,nf,0,
12133,20812,14697697143,23799728@N02,8f6a070c44,5567,6,WP_20140702_092,1,0,0,1405615990,7/2/14,0,0,,16,0,Sq8PmjxTVrxcEJpp,2468166,0,0,0,1,https://farm6.staticflickr.com/5567/14697697143_8f6a070c44_z.jpg,360,640,https://farm6.staticflickr.com/5567/14697697143_1d3a4a41d7_o.jpg,1728,3072,2014,http://flickr.com/photos/23799728@N02/14697697143,-121.732775,46.785744,0.111111112,1638.723267,9.859964371,7787.956543,33.31166077,110.4072745,0.511250019,2137365,4.098362101,596725.5,5182135.5,0.655651851,90528,3630,927,3630,2014,166.7486666,160.9837896,172.7754288,11.79163923,2014,183,16,281.1139545,Paradise,7/2/14,23799728@N02.14697697143,IB,nf,nf,0,
12131,20810,14697697303,23799728@N02,35a00b0f25,2925,3,WP_20140702_091,1,0,0,1405615989,7/2/14,0,0,,16,0,Sq8PmjxTVrxcEJpp,2468166,0,0,0,1,https://farm3.staticflickr.com/2925/14697697303_35a00b0f25_z.jpg,360,640,https://farm3.staticflickr.com/2925/14697697303_82ac1c835d_o.jpg,1728,3072,2014,http://flickr.com/photos/23799728@N02/14697697303,-121.732775,46.785744,0.111111112,1638.723267,9.859964371,7787.956543,33.31166077,110.4072745,0.511250019,2137365,4.098362101,596725.5,5182135.5,0.655651851,90528,3630,927,3630,2014,166.7486666,160.9837896,172.7754288,11.79163923,2014,183,16,281.1139545,Paradise,7/2/14,23799728@N02.14697697303,IB,nf,nf,0,
12129,20808,14697697333,23799728@N02,bcb627ea21,5582,6,WP_20140702_061,1,0,0,1405615978,7/2/14,0,0,,16,0,b80QkTdTVr66MK1e,2441695,0,0,0,1,https://farm6.staticflickr.com/5582/14697697333_bcb627ea21_z.jpg,640,360,https://farm6.staticflickr.com/5582/14697697333_d8da9440ec_o.jpg,3072,1728,2014,http://flickr.com/photos/23799728@N02/14697697333,-121.78137,46.76978,1,1277.647827,33.66757584,5792.680176,171.3320313,232.7397503,0.314875007,2254987,4.961496251,593044.5,5180302.5,0.481077852,97241,3848,961,3848,2014,138.3341168,130.8315847,146.5855433,15.75395862,2014,183,45,3869.558755,Paradise,7/2/14,23799728@N02.14697697333,IB,nf,nf,0,
12124,20794,14697701263,23799728@N02,4b1ac41b05,2915,3,WP_20140702_128,1,0,0,1405616004,7/2/14,0,0,,16,0,Sq8PmjxTVrxcEJpp,2468166,0,0,0,1,https://farm3.staticflickr.com/2915/14697701263_4b1ac41b05_z.jpg,360,640,https://farm3.staticflickr.com/2915/14697701263_05900409d8_o.jpg,1728,3072,2014,http://flickr.com/photos/23799728@N02/14697701263,-121.700648,46.775394,0,1221.948853,11.70561695,6195.027832,30.42477036,39.70923548,0.608124971,1818730,-0.744903083,599197.5,5181025.5,0.628196188,94678,3785,967,3785,2014,144.0903437,138.5588308,149.9550541,11.39622331,2014,183,39,2973.436712,Paradise,7/2/14,23799728@N02.14697701263,IB,nf,nf,0,
12118,20786,14697701573,23799728@N02,d717045b89,5567,6,WP_20140702_107,1,0,0,1405615997,7/2/14,0,0,,16,0,Sq8PmjxTVrxcEJpp,2468166,0,0,0,1,https://farm6.staticflickr.com/5567/14697701573_d717045b89_z.jpg,640,360,https://farm6.staticflickr.com/5567/14697701573_58922a8c20_o.jpg,3072,1728,2014,http://flickr.com/photos/23799728@N02/14697701573,-121.73197,46.78715,0,1629.001099,29.56139374,7502.958008,53.1570015,102.4408604,0.469125003,2075089,1.513830143,596785.5,5182291.5,0.672858053,89779,3555,889,3555,2014,165.856166,160.6091631,171.2695111,10.66034803,2014,183,17,369.1166965,Paradise,7/2/14,23799728@N02.14697701573,IB,nf,nf,0,
12387,21188,14561936162,77508165@N02,87a7f768a5,3897,4,Morning Reflection With Lenticular Cloud,1,0,0,1404359611,7/2/14,0,0,sunrise landscape mountrainiernationalpark reflectionlake washingtonstate lenticularcloud,15,0,niEHOU5TVrxjm8g0,2468129,0,0,0,1,https://farm4.staticflickr.com/3897/14561936162_87a7f768a5_z.jpg,424,640,https://farm4.staticflickr.com/3897/14561936162_828c8615a9_o.jpg,3264,4928,2014,http://flickr.com/photos/77508165@N02/14561936162,-121.730534,46.768842,0,1480.842163,0.395653427,9155.31543,0,139.866388,0.606000006,1935405,0.007717385,596926.5,5180260.5,0.663812698,97655,3931,1003,3931,2014,170.1092184,164.1857587,176.4272236,12.24146493,2014,183,13,1949.579755,Paradise,7/2/14,77508165@N02.14561936162,IB,nf,nf,0,
11481,19692,16636275104,20544648@N06,ee2ce7b3ae,8699,9,a2001-18-18,1,0,0,1429910819,7/3/14,0,1,washington mountrainier mountrainiernationalpark mtrainier mtrainiernationalpark mtrainierwa mountrainierwa,16,0,YyvdiXtQUL.qk8cwNQ,12590460,0,0,0,1,https://farm9.staticflickr.com/8699/16636275104_ee2ce7b3ae_z.jpg,640,424,NA,NA,NA,2014,http://flickr.com/photos/20544648@N06/16636275104,-121.7815,46.76985,1,1273.085571,36.87368774,4921.855469,158.9045868,256.9108535,0.300375015,2079078,6.418372314,593032.5,5180308.5,0.480785844,97241,3848,961,3848,2014,137.6855394,129.3471674,146.7031657,17.35599832,2014,184,46,3877.254868,Paradise,7/3/14,20544648@N06.16636275104,IB,np,np,0,historical photo
11480,19691,16636285944,20544648@N06,3d38438d45,8699,9,a2001-18-17,1,0,0,1429910818,7/3/14,0,1,washington mountrainier mountrainiernationalpark mtrainier mtrainiernationalpark mtrainierwa mountrainierwa,16,0,YyvdiXtQUL.qk8cwNQ,12590460,0,0,0,1,https://farm9.staticflickr.com/8699/16636285944_3d38438d45_z.jpg,424,640,NA,NA,NA,2014,http://flickr.com/photos/20544648@N06/16636285944,-121.7815,46.76985,1,1273.085571,36.87368774,4921.855469,158.9045868,256.9108535,0.300375015,2079078,6.418372314,593032.5,5180308.5,0.480785844,97241,3848,961,3848,2014,137.6855394,129.3471674,146.7031657,17.35599832,2014,184,46,3877.254868,Paradise,7/3/14,20544648@N06.16636285944,IB,np,np,0,historical photo
11483,19694,16638489153,20544648@N06,584a047449,7644,8,a2001-18-20,1,0,0,1429910820,7/3/14,0,1,washington mountrainier mountrainiernationalpark mtrainier mtrainiernationalpark mtrainierwa mountrainierwa,16,0,Uf8Je5pQUL._aKXH3A,12590466,0,0,0,1,https://farm8.staticflickr.com/7644/16638489153_584a047449_z.jpg,640,424,NA,NA,NA,2014,http://flickr.com/photos/20544648@N06/16638489153,-121.74625,46.7753,0,1393.463379,21.97156143,6893.23584,20.89584541,105.578478,0.686749995,1908794,-0.642030927,595714.5,5180956.5,0.54263829,95018,3778,964,3778,2014,156.703537,151.2678738,162.4211755,11.15330168,2014,184,27,1398.850881,Paradise,7/3/14,20544648@N06.16638489153,IB,np,np,0,historical photo
11479,19690,16638547823,20544648@N06,d6bf0c787a,8729,9,a2001-18-16,1,0,0,1429910817,7/3/14,0,1,washington mountrainier mountrainiernationalpark mtrainier mtrainiernationalpark mtrainierwa mountrainierwa,16,0,YyvdiXtQUL.qk8cwNQ,12590460,0,0,0,1,https://farm9.staticflickr.com/8729/16638547823_d6bf0c787a_z.jpg,424,640,NA,NA,NA,2014,http://flickr.com/photos/20544648@N06/16638547823,-121.7775,46.7721,0.333333343,1273.151123,2.310476065,8440.12207,71.59376526,79.63670441,0.362500012,1804930,5.232168492,593335.5,5180563.5,0.471553167,96494,3848,961,3848,2014,153.2691369,144.9793303,161.6197486,16.64041823,2014,184,31,3490.437059,Paradise,7/3/14,20544648@N06.16638547823,IB,np,np,0,historical photo
11477,19688,16644597893,20544648@N06,2ddeec0e76,7669,8,a2001-19-02,1,0,0,1429969953,7/3/14,0,1,washington mountrainier mountrainiernationalpark mtrainier mtrainiernationalpark mtrainierwa mountrainierwa,16,0,niEHOU5TVrxjm8g0,2468129,0,0,0,1,https://farm8.staticflickr.com/7669/16644597893_2ddeec0e76_z.jpg,424,640,NA,NA,NA,2014,http://flickr.com/photos/20544648@N06/16644597893,-121.7356,46.7855,0,1647.922241,2.270052195,7755.669434,24.74761581,131.0088607,0.576375008,2049396,-0.160703448,596509.5,5182105.5,0.64582714,90526,3630,927,3630,2014,182.1402561,177.0208942,187.7153613,10.69446714,2014,184,2,78.35947874,Paradise,7/3/14,20544648@N06.16644597893,IB,np,np,0,historical photo
11472,19681,16644713283,20544648@N06,7605d048d8,8731,9,a2001-19-04,1,0,0,1429969954,7/3/14,0,1,washington mountrainier mountrainiernationalpark mtrainier mtrainiernationalpark edithcreek mtrainierwa mountrainierwa,16,0,niEHOU5TVrxjm8g0,2468129,0,0,0,1,https://farm9.staticflickr.com/8731/16644713283_7605d048d8_z.jpg,640,424,NA,NA,NA,2014,http://flickr.com/photos/20544648@N06/16644713283,-121.73005,46.7905,0,1608.208862,12.57346439,5867.738281,10.08317184,53.39443328,0.674000025,1782437,-7.416140006,596923.5,5182666.5,0.658359709,88655,3556,889,3556,2014,193.2948327,187.080927,199.7830474,12.70212047,2014,184,-9,704.5400453,Paradise,7/3/14,20544648@N06.16644713283,IB,np,np,0,historical photo
11488,19701,17041974517,20544648@N06,df7697e160,7683,8,a2001-18-11,1,0,0,1429830177,7/3/14,0,1,washington mountrainier mountrainiernationalpark mtrainier mtrainiernationalpark mtrainierwa mountrainierwa,16,0,niEHOU5TVrxjm8g0,2468129,0,0,0,1,https://farm8.staticflickr.com/7683/17041974517_df7697e160_z.jpg,418,640,NA,NA,NA,2014,http://flickr.com/photos/20544648@N06/17041974517,-121.7356,46.7855,0,1647.922241,2.270052195,7755.669434,24.74761581,131.0088607,0.576375008,2049396,-0.160703448,596509.5,5182105.5,0.64582714,90526,3630,927,3630,2014,182.1402561,177.0208942,187.7153613,10.69446714,2014,184,2,78.35947874,Paradise,7/3/14,20544648@N06.17041974517,IB,np,np,0,historical photo
11489,19702,17063169939,20544648@N06,d0ca1e9e94,7589,8,a2001-18-12,1,0,0,1429830177,7/3/14,0,1,washington mountrainier mountrainiernationalpark mtrainier picnictable mtrainiernationalpark mtrainierwa mountrainierwa,16,0,niEHOU5TVrxjm8g0,2468129,0,0,0,1,https://farm8.staticflickr.com/7589/17063169939_d0ca1e9e94_z.jpg,424,640,NA,NA,NA,2014,http://flickr.com/photos/20544648@N06/17063169939,-121.7356,46.7855,0,1647.922241,2.270052195,7755.669434,24.74761581,131.0088607,0.576375008,2049396,-0.160703448,596509.5,5182105.5,0.64582714,90526,3630,927,3630,2014,182.1402561,177.0208942,187.7153613,10.69446714,2014,184,2,78.35947874,Paradise,7/3/14,20544648@N06.17063169939,IB,np,np,0,historical photo
11485,19697,17070890378,20544648@N06,0b7e397a7e,8826,9,a2001-18-23,1,0,0,1429910822,7/3/14,0,1,washington mountrainier mountrainiernationalpark mtrainier mtrainiernationalpark mtrainierwa mountrainierwa,16,0,Uf8Je5pQUL._aKXH3A,12590466,0,0,0,1,https://farm9.staticflickr.com/8826/17070890378_0b7e397a7e_z.jpg,424,640,NA,NA,NA,2014,http://flickr.com/photos/20544648@N06/17070890378,-121.7459,46.7741,1,1367.430054,33.0764389,5380.325684,42.16238403,274.0177658,0.461499989,1481354,-2.077550461,595744.5,5180824.5,0.72581461,95393,3778,964,3778,2014,145.3793759,139.346137,151.4904409,12.14430392,2014,184,39,1498.758374,Paradise,7/3/14,20544648@N06.17070890378,IB,np,np,0,historical photo
11478,19689,17071017808,20544648@N06,72f66e20e5,8699,9,a2001-18-15,1,0,0,1429910816,7/3/14,0,1,washington mountrainier mountrainiernationalpark mtrainier mtrainiernationalpark nisquallyriver mtrainierwa mountrainierwa,16,0,YyvdiXtQUL.qk8cwNQ,12590460,0,0,0,1,https://farm9.staticflickr.com/8699/17071017808_72f66e20e5_z.jpg,640,424,NA,NA,NA,2014,http://flickr.com/photos/20544648@N06/17071017808,-121.7775,46.7721,0.333333343,1273.151123,2.310476065,8440.12207,71.59376526,79.63670441,0.362500012,1804930,5.232168492,593335.5,5180563.5,0.471553167,96494,3848,961,3848,2014,153.2691369,144.9793303,161.6197486,16.64041823,2014,184,31,3490.437059,Paradise,7/3/14,20544648@N06.17071017808,IB,np,np,0,historical photo
11471,19680,17077403310,20544648@N06,de3af25b5a,8705,9,a2001-19-03,1,0,0,1429969953,7/3/14,0,1,washington mountrainier mountrainiernationalpark mtrainier mtrainiernationalpark mtrainierwa mountrainierwa,16,0,niEHOU5TVrxjm8g0,2468129,0,0,0,1,https://farm9.staticflickr.com/8705/17077403310_de3af25b5a_z.jpg,424,640,NA,NA,NA,2014,http://flickr.com/photos/20544648@N06/17077403310,-121.7327,46.7859,0.333333343,1638.318848,8.535757065,8285.007813,28.87329292,101.8959397,0.507000029,2062073,3.23075756,596731.5,5182153.5,0.651008198,90528,3630,927,3630,2014,167.8960887,162.3417855,174.0069127,11.66512719,2014,184,16,286.7854492,Paradise,7/3/14,20544648@N06.17077403310,IB,np,np,0,historical photo
