Number,id,owner,secret,server,farm,title,ispublic,isfriend,isfamily,dateupload,datetaken,datetakengranularity,datetakenunknown,tags,accuracy,context,place_id,woeid,geo_is_family,geo_is_friend,geo_is_contact,geo_is_public,url_z,height_z,width_z,url_o,height_o,width_o,year,URL,UTME,UTMN,lat,long
361,19815098158,28511931@N07,0e4e0c214d,447,1,Golden Fleabane,1,0,0,1437855479,7/22/15 17:16,0,0,plant flora yellowflower alpine mountrainier mountrainiernationalpark wildflower mtrainier asteraceae fleabane mtrainiernationalpark goldenfleabane piercecountywashington july2015,16,0,aRjt_z5TV7oQHRXh,2502312,0,0,0,1,https://farm1.staticflickr.com/447/19815098158_0e4e0c214d_z.jpg,480,640,https://farm1.staticflickr.com/447/19815098158_c7ed0621bc_o.jpg,3672,4896,2015,http://flickr.com/photos/28511931@N07/19815098158,601205.0639,5196652.065,-121.670884,46.915686
362,19814873980,28511931@N07,571805b9fe,424,1,Long-horn Beetle on Bistort,1,0,0,1437852031,7/22/15 16:57,0,0,mountain insect washington beetle alpine mountrainier mountrainiernationalpark longhorn washingtonstate mtrainier interaction polygonum longhornbeetle pollination cerambycidae bistorta flowerbeetle subalpinemeadow mtrainiernationpark longantennae piercecountywashington bistortoides pachytaarmata july2015 brownandblackbeetle,16,0,aRjt_z5TV7oQHRXh,2502312,0,0,0,1,https://farm1.staticflickr.com/424/19814873980_571805b9fe_z.jpg,480,640,https://farm1.staticflickr.com/424/19814873980_827874f5d3_o.jpg,3672,4896,2015,http://flickr.com/photos/28511931@N07/19814873980,601636.2802,5197061.324,-121.665131,46.919302
363,19816181899,28511931@N07,24e045e71d,527,1,Long-horn Beetle on Bistort,1,0,0,1437852031,7/22/15 16:57,0,0,mountain washington beetle alpine mountrainier mountrainiernationalpark longhorn washingtonstate mtrainier interaction longhornbeetle pollination cerambycidae mtrainiernationalpark polygonumbistortoides bistorta flowerbeetle subalpinemeadow mtrainiernationpark longantennae piercecountywashington pachytaarmata july2015 brownandblackbeetle,16,0,aRjt_z5TV7oQHRXh,2502312,0,0,0,1,https://farm1.staticflickr.com/527/19816181899_24e045e71d_z.jpg,480,640,https://farm1.staticflickr.com/527/19816181899_94a780c234_o.jpg,3672,4896,2015,http://flickr.com/photos/28511931@N07/19816181899,601635.271,5197057.973,-121.665145,46.919272
364,20002774965,28511931@N07,9155baf82c,412,1,Cascade Golden-mantled Ground Squirrel,1,0,0,1437851356,7/22/15 16:48,0,0,animal sunrise mammal rodent washington wildlife mountrainier mountrainiernationalpark washingtonstate mtrainier groundsquirrel mtrainiernationalpark goldenmantledgroundsquirrel spermophilus spermophilussaturatus callospermophilussaturatus,16,0,aRjt_z5TV7oQHRXh,2502312,0,0,0,1,https://farm1.staticflickr.com/412/20002774965_9155baf82c_z.jpg,480,640,https://farm1.staticflickr.com/412/20002774965_1f7936d6d0_o.jpg,3672,4896,2015,http://flickr.com/photos/28511931@N07/20002774965,602109.7509,5197098.191,-121.658906,46.919561
365,19814654118,42538483@N06,0cc1028b6a,453,1,View On The Glacier Basin Trail on Mount Rainier,1,0,0,1437851061,7/23/15 17:44,0,0,,16,0,aRjt_z5TV7oQHRXh,2502312,0,0,0,1,https://farm1.staticflickr.com/453/19814654118_0cc1028b6a_z.jpg,640,480,NA,NA,NA,2015,http://flickr.com/photos/42538483@N06/19814654118,601830.8363,5194967.59,-121.663045,46.900436
366,19961386936,23349126@N08,5ca8e3d4e0,360,1,A Love Story,1,0,0,1437801275,7/22/15 9:28,0,0,park county usa love america forest for us washington highway memorial state flag jose pass july 7 15 joe mount national parkway rainier pierce np garcia dennis chinook christa ever mather 410 2015 chrysta joeinpenton,16,0,Uf8Je5pQUL._aKXH3A,12590466,0,0,0,1,https://farm1.staticflickr.com/360/19961386936_5ca8e3d4e0_z.jpg,428,640,NA,NA,NA,2015,http://flickr.com/photos/23349126@N08/19961386936,611699.1376,5191470.607,-121.534381,46.867391
367,19961087386,106980632@N04,541a5535a1,398,1,20150724_175836,1,0,0,1437800160,7/24/15 17:58,0,0,,16,0,YyvdiXtQUL.qk8cwNQ,12590460,0,0,0,1,https://farm1.staticflickr.com/398/19961087386_541a5535a1_z.jpg,640,360,https://farm1.staticflickr.com/398/19961087386_6bdeb3e39b_o.jpg,1836,3264,2015,http://flickr.com/photos/106980632@N04/19961087386,593172.2136,5181501.711,-121.779445,46.780555
368,19800602439,106980632@N04,3621bbb10f,445,1,20150724_175717,1,0,0,1437800042,7/24/15 17:57,0,0,,16,0,YyvdiXtQUL.qk8cwNQ,12590460,0,0,0,1,https://farm1.staticflickr.com/445/19800602439_3621bbb10f_z.jpg,360,640,https://farm1.staticflickr.com/445/19800602439_985fa9591e_o.jpg,1836,3264,2015,http://flickr.com/photos/106980632@N04/19800602439,593172.2136,5181501.711,-121.779445,46.780555
369,19366303143,106980632@N04,173e5de032,492,1,20150724_175725,1,0,0,1437800024,7/24/15 17:57,0,0,,16,0,YyvdiXtQUL.qk8cwNQ,12590460,0,0,0,1,https://farm1.staticflickr.com/492/19366303143_173e5de032_z.jpg,640,360,https://farm1.staticflickr.com/492/19366303143_f6eacb9e9b_o.jpg,1836,3264,2015,http://flickr.com/photos/106980632@N04/19366303143,593172.2136,5181501.711,-121.779445,46.780555
370,19364648304,106980632@N04,f76a861f91,300,1,20150724_175122,1,0,0,1437799993,7/24/15 17:51,0,0,,16,0,YyvdiXtQUL.qk8cwNQ,12590460,0,0,0,1,https://farm1.staticflickr.com/300/19364648304_f76a861f91_z.jpg,360,640,https://farm1.staticflickr.com/300/19364648304_574544e9d5_o.jpg,1836,3264,2015,http://flickr.com/photos/106980632@N04/19364648304,594467.1711,5181429.371,-121.7625,46.779722
371,19987234195,106980632@N04,170bd7ae52,516,1,20150724_175120,1,0,0,1437799869,7/24/15 17:51,0,0,,16,0,YyvdiXtQUL.qk8cwNQ,12590460,0,0,0,1,https://farm1.staticflickr.com/516/19987234195_170bd7ae52_z.jpg,360,640,https://farm1.staticflickr.com/516/19987234195_38e033ce9c_o.jpg,1836,3264,2015,http://flickr.com/photos/106980632@N04/19987234195,594467.1711,5181429.371,-121.7625,46.779722
372,19364585854,106980632@N04,1baf3579ed,548,1,20150724_175117,1,0,0,1437799770,7/24/15 17:51,0,0,,16,0,YyvdiXtQUL.qk8cwNQ,12590460,0,0,0,1,https://farm1.staticflickr.com/548/19364585854_1baf3579ed_z.jpg,360,640,https://farm1.staticflickr.com/548/19364585854_437b9c33ac_o.jpg,1836,3264,2015,http://flickr.com/photos/106980632@N04/19364585854,594467.1711,5181429.371,-121.7625,46.779722
373,19992410341,106980632@N04,09fe96cd49,488,1,20150724_172304,1,0,0,1437799681,7/24/15 17:23,0,0,,16,0,niEHOU5TVrxjm8g0,2468129,0,0,0,1,https://farm1.staticflickr.com/488/19992410341_09fe96cd49_z.jpg,360,640,https://farm1.staticflickr.com/488/19992410341_85a52c6f6a_o.jpg,1836,3264,2015,http://flickr.com/photos/106980632@N04/19992410341,596703.8743,5182144.231,-121.733056,46.785833
374,19364555674,106980632@N04,77e6822ddf,337,1,20150724_172307,1,0,0,1437799662,7/24/15 17:23,0,0,,16,0,niEHOU5TVrxjm8g0,2468129,0,0,0,1,https://farm1.staticflickr.com/337/19364555674_77e6822ddf_z.jpg,360,640,https://farm1.staticflickr.com/337/19364555674_d1ab9dabaf_o.jpg,1836,3264,2015,http://flickr.com/photos/106980632@N04/19364555674,596703.8743,5182144.231,-121.733056,46.785833
375,19979410872,28511931@N07,33fef214f6,534,1,Green False Hellebore Flowers,1,0,0,1437799679,7/22/15 16:35,0,0,flowers plant green flora mountrainier mountrainiernationalpark pacificnorthwest wildflower mtrainier pnw mtrainiernationalpark greenflowers falsehellebore greenfalsehellebore melanthiaceae subalpinemeadow,16,0,aRjt_z5TV7oQHRXh,2502312,0,0,0,1,https://farm1.staticflickr.com/534/19979410872_33fef214f6_z.jpg,480,640,https://farm1.staticflickr.com/534/19979410872_e27600eac1_o.jpg,3672,4896,2015,http://flickr.com/photos/28511931@N07/19979410872,602911.0829,5197038.139,-121.648398,46.918897
376,19799142380,28511931@N07,169b57f0a1,547,1,Green False Hellebore,1,0,0,1437799680,7/22/15 16:36,0,0,flowers plant green flora mountrainier mountrainiernationalpark pacificnorthwest wildflower mtrainier pnw mtrainiernationalpark greenflowers falsehellebore greenfalsehellebore melanthiaceae subalpinemeadow,16,0,aRjt_z5TV7oQHRXh,2502312,0,0,0,1,https://farm1.staticflickr.com/547/19799142380_169b57f0a1_z.jpg,480,640,https://farm1.staticflickr.com/547/19799142380_dc252c106c_o.jpg,3672,4896,2015,http://flickr.com/photos/28511931@N07/19799142380,602906.1889,5197039.278,-121.648462,46.918908
377,19799016230,28511931@N07,a15509f340,540,1,Cusick's Speedwell Leaves,1,0,0,1437799289,7/22/15 17:15,0,0,plant sunrise washington flora mountrainier mountrainiernationalpark pacificnorthwest washingtonstate wildflower mtrainier pnw purpleflower speedwell mtrainiernationalpark plantaginaceae subalpinemeadow cusicksspeedwell veronicacusickii july2015,16,0,aRjt_z5TV7oQHRXh,2502312,0,0,0,1,https://farm1.staticflickr.com/540/19799016230_a15509f340_z.jpg,480,640,https://farm1.staticflickr.com/540/19799016230_2e7a0861c9_o.jpg,3672,4896,2015,http://flickr.com/photos/28511931@N07/19799016230,601204.7846,5196655.062,-121.670887,46.915713
378,19979276842,28511931@N07,61014641a4,431,1,Cusick's Speedwell Flower,1,0,0,1437799289,7/22/15 17:15,0,0,plant sunrise washington flora mountrainier mountrainiernationalpark pacificnorthwest washingtonstate wildflower mtrainier pnw purpleflower speedwell mtrainiernationalpark plantaginaceae subalpinemeadow cusicksspeedwell veronicacusickii july2015,16,0,aRjt_z5TV7oQHRXh,2502312,0,0,0,1,https://farm1.staticflickr.com/431/19979276842_61014641a4_z.jpg,533,640,https://farm1.staticflickr.com/431/19979276842_8e44c4c00b_o.jpg,3081,3705,2015,http://flickr.com/photos/28511931@N07/19979276842,601205.2452,5196654.847,-121.670881,46.915711
379,19800365619,106980632@N04,d34bd28207,449,1,20150724_170859,1,0,0,1437799199,7/24/15 17:08,0,0,,16,0,YyvdiXtQUL.qk8cwNQ,12590460,0,0,0,1,https://farm1.staticflickr.com/449/19800365619_d34bd28207_z.jpg,360,640,https://farm1.staticflickr.com/449/19800365619_bd6ab0d4c1_o.jpg,1836,3264,2015,http://flickr.com/photos/106980632@N04/19800365619,595877.9866,5180741.616,-121.744167,46.773333
380,19992272831,106980632@N04,300fc6eef7,385,1,20150724_171206,1,0,0,1437799196,7/24/15 17:12,0,0,,16,0,YyvdiXtQUL.qk8cwNQ,12590460,0,0,0,1,https://farm1.staticflickr.com/385/19992272831_300fc6eef7_z.jpg,360,640,https://farm1.staticflickr.com/385/19992272831_585ee6537b_o.jpg,1836,3264,2015,http://flickr.com/photos/106980632@N04/19992272831,595877.4932,5180772.507,-121.744167,46.773611
381,19363089734,106980632@N04,93fbd9e810,3743,4,20150724_153700,1,0,0,1437794591,7/24/15 15:37,0,0,,16,0,YyvdiXtQUL.qk8cwNQ,12590460,0,0,0,1,https://farm4.staticflickr.com/3743/19363089734_93fbd9e810_z.jpg,640,360,https://farm4.staticflickr.com/3743/19363089734_3ee37c5da8_o.jpg,1836,3264,2015,http://flickr.com/photos/106980632@N04/19363089734,610187.2968,5182438.407,-121.556389,46.786388
382,19959454066,106980632@N04,a26caa7205,289,1,20150724_143534,1,0,0,1437794510,7/24/15 14:35,0,0,,16,0,aRjt_z5TV7oQHRXh,2502312,0,0,0,1,https://farm1.staticflickr.com/289/19959454066_a26caa7205_z.jpg,360,640,https://farm1.staticflickr.com/289/19959454066_f6cc857577_o.jpg,1836,3264,2015,http://flickr.com/photos/106980632@N04/19959454066,603643.677,5196555.831,-121.638889,46.914444
383,19363057354,106980632@N04,7dc740c5fd,530,1,20150724_143530,1,0,0,1437794483,7/24/15 14:35,0,0,,16,0,aRjt_z5TV7oQHRXh,2502312,0,0,0,1,https://farm1.staticflickr.com/530/19363057354_7dc740c5fd_z.jpg,360,640,https://farm1.staticflickr.com/530/19363057354_10261e3a2d_o.jpg,1836,3264,2015,http://flickr.com/photos/106980632@N04/19363057354,603643.677,5196555.831,-121.638889,46.914444
384,19797691530,106980632@N04,8ea109b6c0,518,1,20150724_122508,1,0,0,1437794455,7/24/15 12:25,0,0,,16,0,Uf8Je5pQUL._aKXH3A,12590466,0,0,0,1,https://farm1.staticflickr.com/518/19797691530_8ea109b6c0_z.jpg,640,360,https://farm1.staticflickr.com/518/19797691530_ee9174d5d8_o.jpg,1836,3264,2015,http://flickr.com/photos/106980632@N04/19797691530,614128.0954,5199309.948,-121.500556,46.9375
385,19977957392,106980632@N04,572725a503,319,1,20150724_122447,1,0,0,1437794441,7/24/15 12:24,0,0,,16,0,Uf8Je5pQUL._aKXH3A,12590466,0,0,0,1,https://farm1.staticflickr.com/319/19977957392_572725a503_z.jpg,360,640,https://farm1.staticflickr.com/319/19977957392_a3956eec1e_o.jpg,1836,3264,2015,http://flickr.com/photos/106980632@N04/19977957392,614128.0954,5199309.948,-121.500556,46.9375
386,19797686160,106980632@N04,aed602336c,3802,4,20150724_121118,1,0,0,1437794436,7/24/15 12:11,0,0,,16,0,Uf8Je5pQUL._aKXH3A,12590466,0,0,0,1,https://farm4.staticflickr.com/3802/19797686160_aed602336c_z.jpg,360,640,https://farm4.staticflickr.com/3802/19797686160_80007c9e2a_o.jpg,1836,3264,2015,http://flickr.com/photos/106980632@N04/19797686160,614087.5486,5199216.462,-121.501112,46.936666
387,19363033754,106980632@N04,396b302aea,485,1,20150724_121111,1,0,0,1437794399,7/24/15 12:11,0,0,,16,0,Uf8Je5pQUL._aKXH3A,12590466,0,0,0,1,https://farm1.staticflickr.com/485/19363033754_396b302aea_z.jpg,360,640,https://farm1.staticflickr.com/485/19363033754_3bfb48d893_o.jpg,1836,3264,2015,http://flickr.com/photos/106980632@N04/19363033754,614087.5486,5199216.462,-121.501112,46.936666
388,19959415256,106980632@N04,e11d84dae9,323,1,20150724_115257,1,0,0,1437794381,7/24/15 11:52,0,0,,16,0,MB2I7nhTWr2RgYoVzQ,28747447,0,0,0,1,https://farm1.staticflickr.com/323/19959415256_e11d84dae9_z.jpg,360,640,https://farm1.staticflickr.com/323/19959415256_452d32af7a_o.jpg,1836,3264,2015,http://flickr.com/photos/106980632@N04/19959415256,615633.3726,5199122.711,-121.480834,46.935555
389,19990858931,106980632@N04,d11da43fd0,425,1,20150724_120420,1,0,0,1437794347,7/24/15 12:04,0,0,,16,0,Uf8Je5pQUL._aKXH3A,12590466,0,0,0,1,https://farm1.staticflickr.com/425/19990858931_d11da43fd0_z.jpg,360,640,https://farm1.staticflickr.com/425/19990858931_e86cb5d328_o.jpg,1836,3264,2015,http://flickr.com/photos/106980632@N04/19990858931,614133.4103,5199032.03,-121.500556,46.934999
390,19797655300,106980632@N04,ce28c8ce1b,523,1,20150724_120401,1,0,0,1437794335,7/24/15 12:04,0,0,,16,0,Uf8Je5pQUL._aKXH3A,12590466,0,0,0,1,https://farm1.staticflickr.com/523/19797655300_ce28c8ce1b_z.jpg,360,640,https://farm1.staticflickr.com/523/19797655300_64a95dbac0_o.jpg,1836,3264,2015,http://flickr.com/photos/106980632@N04/19797655300,614112.2501,5199031.626,-121.500834,46.934999
391,19798304079,28511931@N07,ee640ae8ab,480,1,Alpine Buckwheat,1,0,0,1437792318,7/22/15 17:32,0,0,plant washington flora alpine mountrainier mountrainiernationalpark pacificnorthwest polygonaceae washingtonstate wildflower pnw buckwheat whiteflowers mtrainiernationalpark alpinebuckwheat eriogonumpyrolifolium shastabuckwheat july2015,16,0,Uf8Je5pQUL._aKXH3A,12590466,0,0,0,1,https://farm1.staticflickr.com/480/19798304079_ee640ae8ab_z.jpg,480,640,https://farm1.staticflickr.com/480/19798304079_5dea136f6a_o.jpg,3672,4896,2015,http://flickr.com/photos/28511931@N07/19798304079,600837.5665,5196327.17,-121.675781,46.912819
392,19798300549,28511931@N07,30b1e67927,368,1,Alpine Buckwheat Flowers,1,0,0,1437792319,7/22/15 17:32,0,0,plant washington flora alpine mountrainier mountrainiernationalpark pacificnorthwest polygonaceae washingtonstate wildflower pnw buckwheat whiteflowers mtrainiernationalpark alpinebuckwheat eriogonumpyrolifolium shastabuckwheat july2015,16,0,Uf8Je5pQUL._aKXH3A,12590466,0,0,0,1,https://farm1.staticflickr.com/368/19798300549_30b1e67927_z.jpg,480,640,https://farm1.staticflickr.com/368/19798300549_dded67917a_o.jpg,3672,4896,2015,http://flickr.com/photos/28511931@N07/19798300549,600836.9685,5196326.493,-121.675789,46.912813
393,19975562872,28511931@N07,7817c09036,306,1,Parry's Silene,1,0,0,1437786706,7/22/15 17:00,0,0,mountain plant whiteflower washington flora mountrainier mountrainiernationalpark washingtonstate wildflower mtrainier silene campion caryophyllaceae mtrainiernationalpark subalpine sileneparryi,16,0,aRjt_z5TV7oQHRXh,2502312,0,0,0,1,https://farm1.staticflickr.com/306/19975562872_7817c09036_z.jpg,480,640,https://farm1.staticflickr.com/306/19975562872_4953b3b6a2_o.jpg,3672,4896,2015,http://flickr.com/photos/28511931@N07/19975562872,601688.5,5196951.058,-121.66447,46.918302
394,19988430841,28511931@N07,b4c7cfa972,344,1,Parry's Silene,1,0,0,1437786706,7/22/15 17:00,0,0,mountain plant whiteflower washington flora mountrainier mountrainiernationalpark washingtonstate wildflower mtrainier silene campion caryophyllaceae mtrainiernationalpark subalpine sileneparryi,16,0,aRjt_z5TV7oQHRXh,2502312,0,0,0,1,https://farm1.staticflickr.com/344/19988430841_b4c7cfa972_z.jpg,521,640,https://farm1.staticflickr.com/344/19988430841_00e953926b_o.jpg,2697,3313,2015,http://flickr.com/photos/28511931@N07/19988430841,601689.3375,5196951.073,-121.664459,46.918302
395,19981430541,28511931@N07,f071e7c6f5,521,1,Pacific Lupine,1,0,0,1437764613,7/22/15 16:32,0,0,mountain plant washington flora july alpine mountrainier mountrainiernationalpark fabaceae washingtonstate wildflower mtrainier purpleflower lupine lupinus 2015 mtrainiernationalpark lupinuslepidus piercecountywashington july2015,16,0,aRjt_z5TV7oQHRXh,2502312,0,0,0,1,https://farm1.staticflickr.com/521/19981430541_f071e7c6f5_z.jpg,480,640,https://farm1.staticflickr.com/521/19981430541_a636b988e3_o.jpg,3672,4896,2015,http://flickr.com/photos/28511931@N07/19981430541,603052.125,5196994.553,-121.646556,46.918483
396,19355242413,28511931@N07,c56da7ed94,296,1,Pacific Lupine,1,0,0,1437764614,7/22/15 16:33,0,0,mountain plant washington flora july alpine mountrainier mountrainiernationalpark fabaceae washingtonstate wildflower mtrainier purpleflower lupine lupinus 2015 mtrainiernationalpark lupinuslepidus piercecountywashington july2015,16,0,aRjt_z5TV7oQHRXh,2502312,0,0,0,1,https://farm1.staticflickr.com/296/19355242413_c56da7ed94_z.jpg,480,640,https://farm1.staticflickr.com/296/19355242413_0c9cae3bd4_o.jpg,3672,4896,2015,http://flickr.com/photos/28511931@N07/19355242413,603052.7668,5196992.674,-121.646548,46.918466
397,19788229690,28511931@N07,3d6f74b78e,3711,4,Pacific Lupine,1,0,0,1437764614,7/22/15 17:28,0,0,mountain plant washington flora july alpine mountrainier mountrainiernationalpark fabaceae washingtonstate wildflower mtrainier purpleflower lupine lupinus 2015 mtrainiernationalpark lupinuslepidus piercecountywashington july2015,16,0,Uf8Je5pQUL._aKXH3A,12590466,0,0,0,1,https://farm4.staticflickr.com/3711/19788229690_3d6f74b78e_z.jpg,480,640,https://farm4.staticflickr.com/3711/19788229690_d9389f9660_o.jpg,3672,4896,2015,http://flickr.com/photos/28511931@N07/19788229690,600801.5582,5196267.317,-121.676267,46.912286
398,19355237993,28511931@N07,211ca0c014,384,1,Pacific Lupine,1,0,0,1437764615,7/22/15 17:28,0,0,mountain plant washington flora july alpine mountrainier mountrainiernationalpark fabaceae washingtonstate wildflower mtrainier purpleflower lupine lupinus 2015 mtrainiernationalpark lupinuslepidus piercecountywashington july2015,16,0,Uf8Je5pQUL._aKXH3A,12590466,0,0,0,1,https://farm1.staticflickr.com/384/19355237993_211ca0c014_z.jpg,480,640,https://farm1.staticflickr.com/384/19355237993_be1790dc62_o.jpg,3672,4896,2015,http://flickr.com/photos/28511931@N07/19355237993,600802.7503,5196268.893,-121.676251,46.9123
399,19787895460,28511931@N07,e4755d98d0,421,1,Pussypaws,1,0,0,1437763750,7/22/15 17:28,0,0,mountain plant washington flora alpine mountrainier mountrainiernationalpark washingtonstate wildflower mtrainier portulacaceae mtrainiernationalpark pussypaws calyptridiumumbellatum cistantheumbellata montiaceae july2015,16,0,Uf8Je5pQUL._aKXH3A,12590466,0,0,0,1,https://farm1.staticflickr.com/421/19787895460_e4755d98d0_z.jpg,480,640,https://farm1.staticflickr.com/421/19787895460_bb8b463acb_o.jpg,3672,4896,2015,http://flickr.com/photos/28511931@N07/19787895460,600816.2166,5196274.344,-121.676073,46.912347
400,19975877305,28511931@N07,994a6a9888,3794,4,Pussypaws,1,0,0,1437763750,7/22/15 17:29,0,0,mountain plant washington flora alpine mountrainier mountrainiernationalpark washingtonstate wildflower mtrainier portulacaceae mtrainiernationalpark pussypaws calyptridiumumbellatum cistantheumbellata montiaceae july2015,16,0,Uf8Je5pQUL._aKXH3A,12590466,0,0,0,1,https://farm4.staticflickr.com/3794/19975877305_994a6a9888_z.jpg,474,640,https://farm4.staticflickr.com/3794/19975877305_8be34c484c_o.jpg,2969,4009,2015,http://flickr.com/photos/28511931@N07/19975877305,600821.464,5196292.885,-121.676,46.912513
401,19787629708,28511931@N07,bbcf36968d,3685,4,Small-flowered Penstemon,1,0,0,1437763069,7/22/15 16:32,0,0,plant washington flora mountrainier mountrainiernationalpark washingtonstate penstemon wildflower mtrainier blueflower mtrainiernationalpark plantaginaceae tubeflower penstemonprocerus subalpinemeadow smallfloweredpenstemon,16,0,aRjt_z5TV7oQHRXh,2502312,0,0,0,1,https://farm4.staticflickr.com/3685/19787629708_bbcf36968d_z.jpg,513,640,https://farm4.staticflickr.com/3685/19787629708_e456cbc293_o.jpg,2833,3537,2015,http://flickr.com/photos/28511931@N07/19787629708,603051.0648,5196994.201,-121.64657,46.91848
402,19352177424,28511931@N07,c1bcc73049,3689,4,Black Crowberry,1,0,0,1437760709,7/22/15 17:32,0,0,mountain plant washington flora berries alpine mountrainier mountrainiernationalpark ericaceae washingtonstate wildflower mtrainier blackberries crowberry mtrainiernationalpark empetrumnigrum blackcrowberry,16,0,Uf8Je5pQUL._aKXH3A,12590466,0,0,0,1,https://farm4.staticflickr.com/3689/19352177424_c1bcc73049_z.jpg,480,640,https://farm4.staticflickr.com/3689/19352177424_1e1d836abc_o.jpg,3672,4896,2015,http://flickr.com/photos/28511931@N07/19352177424,600825.0047,5196344.853,-121.675942,46.91298
403,19964564802,28511931@N07,291e8abc28,379,1,Davis' or Newberry's Knotweed,1,0,0,1437753473,7/22/15 17:12,0,0,park mountain plant washington flora mount alpine national mountrainier rainier polygonaceae washingtonstate wildflower mtrainier knotweed 2015 mtrainiernationalpark piercecountywashington polygonumdavisiae davisknotweed aconogonondavisiae polygonumnewberryi davissknotweed newberrysknotweed,16,0,aRjt_z5TV7oQHRXh,2502312,0,0,0,1,https://farm1.staticflickr.com/379/19964564802_291e8abc28_z.jpg,480,640,https://farm1.staticflickr.com/379/19964564802_8ab344c7c4_o.jpg,3672,4896,2015,http://flickr.com/photos/28511931@N07/19964564802,601214.4948,5196706.802,-121.670748,46.916177
404,19785535399,28511931@N07,429296a71b,3693,4,Davis' or Newberry's Knotweed,1,0,0,1437753474,7/22/15 17:13,0,0,park mountain plant washington flora mount alpine national mountrainier rainier polygonaceae washingtonstate wildflower mtrainier knotweed 2015 mtrainiernationalpark piercecountywashington polygonumdavisiae davisknotweed aconogonondavisiae polygonumnewberryi davissknotweed newberrysknotweed,16,0,aRjt_z5TV7oQHRXh,2502312,0,0,0,1,https://farm4.staticflickr.com/3693/19785535399_429296a71b_z.jpg,480,640,https://farm4.staticflickr.com/3693/19785535399_bbe2849ff3_o.jpg,3672,4896,2015,http://flickr.com/photos/28511931@N07/19785535399,601215.8834,5196701.268,-121.670731,46.916127
405,19964293902,28511931@N07,e2c98c15fc,480,1,Western Pasqueflower Seedhead,1,0,0,1437752624,7/22/15 18:19,0,0,plant nature sunrise nationalpark flora fuzzy meadow fluff seeds seedhead mountrainier drseuss wildflower mtrainier mtrainiernationalpark subalpine anemoneoccidentalis whitefluff,16,0,aRjt_z5TV7oQHRXh,2502312,0,0,0,1,https://farm1.staticflickr.com/480/19964293902_e2c98c15fc_z.jpg,480,640,https://farm1.staticflickr.com/480/19964293902_05cf32d779_o.jpg,3672,4896,2015,http://flickr.com/photos/28511931@N07/19964293902,603296.9294,5196724.894,-121.643403,46.916019
406,19783907920,28511931@N07,5aec102368,354,1,Pink Monkeyflower,1,0,0,1437752280,7/22/15 18:37,0,0,plant nature creek flora stream mountrainier mountrainiernationalpark pinkflower wildflower mtrainier mtrainiernationalpark pinkmonkeyflower lewismonkeyflower purplemonkeyflower erythranthelewisii,16,0,aRjt_z5TV7oQHRXh,2502312,0,0,0,1,https://farm1.staticflickr.com/354/19783907920_5aec102368_z.jpg,480,640,https://farm1.staticflickr.com/354/19783907920_0e73b8e010_o.jpg,3672,4896,2015,http://flickr.com/photos/28511931@N07/19783907920,605561.0611,5196289.62,-121.613778,46.911747
407,19783750918,28511931@N07,17198e6329,499,1,Mountain Creek,1,0,0,1437751985,7/22/15 18:37,0,0,mountain nature creek sunrise stream mountrainier mountrainiernationalpark habitat mtrainier mountaincreek mtrainiernationalpark tributary,16,0,aRjt_z5TV7oQHRXh,2502312,0,0,0,1,https://farm1.staticflickr.com/499/19783750918_17198e6329_z.jpg,480,640,https://farm1.staticflickr.com/499/19783750918_4520b341d9_o.jpg,3672,4896,2015,http://flickr.com/photos/28511931@N07/19783750918,605552.0705,5196281.124,-121.613898,46.911672
408,19339421213,28511931@N07,90dd47f421,383,1,Coiled Lousewort,1,0,0,1437713574,7/22/15 17:02,0,0,plant whiteflower washington flora mountrainier mountrainiernationalpark washingtonstate wildflower mtrainier mtrainiernationalpark lousewort orobanchaceae subalpinemeadow pediculariscontorta coiledlousewort creamflower,16,0,aRjt_z5TV7oQHRXh,2502312,0,0,0,1,https://farm1.staticflickr.com/383/19339421213_90dd47f421_z.jpg,480,640,https://farm1.staticflickr.com/383/19339421213_c7bdb2a4c3_o.jpg,3672,4896,2015,http://flickr.com/photos/28511931@N07/19339421213,601683.8498,5196951.313,-121.664531,46.918305
409,19339283633,28511931@N07,35894922b0,481,1,Hooded Lady's Tresses,1,0,0,1437713277,7/22/15 18:34,0,0,plant orchid whiteflower washington flora orchidaceae mountrainier mountrainiernationalpark washingtonstate wetland spiranthes wetmeadow mtrainiernationalpark ladiestresses spiranthesromanzoffiana ladystresses,16,0,aRjt_z5TV7oQHRXh,2502312,0,0,0,1,https://farm1.staticflickr.com/481/19339283633_35894922b0_z.jpg,480,640,https://farm1.staticflickr.com/481/19339283633_b5cde7bf52_o.jpg,3672,4896,2015,http://flickr.com/photos/28511931@N07/19339283633,605582.5786,5196304.784,-121.613492,46.91188
410,19772147758,28511931@N07,a933662145,267,1,Squirreltail Grass,1,0,0,1437712823,7/22/15 18:03,0,0,mountain plant grass washington nationalpark flora native rye alpine mountrainier washingtonstate mtrainier poaceae elymus mtrainiernationalpark squirreltail elymuselymoides,16,0,aRjt_z5TV7oQHRXh,2502312,0,0,0,1,https://farm1.staticflickr.com/267/19772147758_a933662145_z.jpg,480,640,https://farm1.staticflickr.com/267/19772147758_168e85c0ba_o.jpg,3672,4896,2015,http://flickr.com/photos/28511931@N07/19772147758,602323.5891,5197063.836,-121.656106,46.919219
